theme,question,characteristic,base_group,group,odds_ratio,conf_lower,conf_upper,population_perc,base_perc
Doctor,I felt that the doctor had all the information needed to treat me,Work Status,Retired,Other,0.78,0.695,0.875,0.03638137240758678,0.3865177338581704
Doctor,The doctor was considerate and understanding,Work Status,Retired,Other,0.818,0.721,0.927,0.03638137240758678,0.3865177338581704
Doctor,The doctor talked in a way that helped me understand my condition and treatment,Work Status,Retired,Other,0.8,0.7120000000000001,0.899,0.03638137240758678,0.3865177338581704
Doctor,I felt confident in the doctor's ability to treat me,Work Status,Retired,Other,0.782,0.6990000000000001,0.875,0.03638137240758678,0.3865177338581704
Doctor,I had enough time with the doctor,Work Status,Retired,Other,0.777,0.688,0.877,0.03638137240758678,0.3865177338581704
Nurse,The nurse listened to me,Work Status,Retired,Other,0.677,0.552,0.831,0.03638137240758678,0.3865177338581704
Nurse,I felt that the nurse had all the information needed to treat me,Work Status,Retired,Other,0.721,0.608,0.8540000000000001,0.03638137240758678,0.3865177338581704
Nurse,The nurse was considerate and understanding,Work Status,Retired,Other,0.706,0.5820000000000001,0.857,0.03638137240758678,0.3865177338581704
Nurse,The nurse talked in a way that helped me understand my condition and treatment,Work Status,Retired,Other,0.732,0.628,0.8540000000000001,0.03638137240758678,0.3865177338581704
Nurse,I felt confident in the nurse's ability to treat me,Work Status,Retired,Other,0.6629999999999999,0.5579999999999999,0.789,0.03638137240758678,0.3865177338581704
Nurse,I had enough time with the nurse,Work Status,Retired,Other,0.629,0.508,0.779,0.03638137240758678,0.3865177338581704
Care and treatment,Are you involved as much as you want to be in decisions about your care and treatment?,Work Status,Retired,Other,0.748,0.664,0.843,0.03638137240758678,0.3865177338581704
Medicines,It was easy enough for me to get my medicines,Work Status,Retired,Other,0.7609999999999999,0.626,0.9259999999999999,0.03638137240758678,0.3865177338581704
Medicines,I knew enough about what my medicines were for,Work Status,Retired,Other,0.7440000000000001,0.614,0.903,0.03638137240758678,0.3865177338581704
Medicines,I knew enough about how and when to take my medicines,Work Status,Retired,Other,0.544,0.43,0.687,0.03638137240758678,0.3865177338581704
Medicines,I knew enough about possible side effects of my medicines,Work Status,Retired,Other,0.866,0.785,0.956,0.03638137240758678,0.3865177338581704
Medicines,I would know what to do if I had any problems with my medicines,Work Status,Retired,Other,0.747,0.662,0.843,0.03638137240758678,0.3865177338581704
Medicines,I took my prescription as I was supposed to,Work Status,Retired,Other,0.585,0.461,0.743,0.03638137240758678,0.3865177338581704
Overall care,I am treated with dignity and respect,Work Status,Retired,Other,0.696,0.619,0.782,0.03638137240758678,0.3865177338581704
Overall care,I am treated with kindness and understanding,Work Status,Retired,Other,0.6809999999999999,0.612,0.758,0.03638137240758678,0.3865177338581704
Overall care,"Overall, how would you rate the care provided by your GP surgery?",Work Status,Retired,Other,0.716,0.642,0.7979999999999999,0.03638137240758678,0.3865177338581704
Out of Hours,The time I waited was reasonable,Work Status,Retired,Other,0.7340000000000001,0.636,0.848,0.03638137240758678,0.3865177338581704
Out of Hours,I felt that the person had all the information needed to treat me,Work Status,Retired,Other,0.867,0.746,1.008,0.03638137240758678,0.3865177338581704
Out of Hours,I felt I was listened to,Work Status,Retired,Other,0.825,0.6940000000000001,0.98,0.03638137240758678,0.3865177338581704
Out of Hours,Things were explained to me in a way I could understand,Work Status,Retired,Other,0.877,0.736,1.045,0.03638137240758678,0.3865177338581704
Out of Hours,I felt that I got the right treatment or advice,Work Status,Retired,Other,0.851,0.7290000000000001,0.995,0.03638137240758678,0.3865177338581704
Out of Hours,"Overall, how would you rate the care you experienced out of hours?",Work Status,Retired,Other,0.8370000000000001,0.728,0.9620000000000001,0.03638137240758678,0.3865177338581704
Access,"Thinking of the last time you contacted this GP surgery by phone, how easy was it for you to get through?",Carers,Not a carer,Cares for up to 19 hours a week,0.78,0.738,0.823,0.08626836757826185,0.7974912240930417
Access,"The last time you phoned the GP surgery, how helpful was the person who answered?",Carers,Not a carer,Cares for up to 19 hours a week,0.7659999999999999,0.6990000000000001,0.8390000000000001,0.08626836757826185,0.7974912240930417
Access,"The last time you needed to see or speak to a doctor or nurse from your GP surgery quite urgently, how long did you wait?",Carers,Not a carer,Cares for up to 19 hours a week,0.879,0.8220000000000001,0.9390000000000001,0.08626836757826185,0.7974912240930417
Access,"If you ask to make an appointment with a doctor 3 or more working days in advance, does your GP practice allow you to?",Carers,Not a carer,Cares for up to 19 hours a week,0.955,0.902,1.011,0.08626836757826185,0.7974912240930417
Access,When you arrange to see a doctor at your GP surgery can you usually see the doctor you prefer?,Carers,Not a carer,Cares for up to 19 hours a week,0.775,0.7340000000000001,0.8190000000000001,0.08626836757826185,0.7974912240930417
Access,Overall how would you rate the arrangements for getting to see a doctor in your GP surgery?,Carers,Not a carer,Cares for up to 19 hours a week,0.81,0.772,0.848,0.08626836757826185,0.7974912240930417
Access,Overall how would you rate the arrangements for getting to see a nurse in your GP surgery?,Carers,Not a carer,Cares for up to 19 hours a week,0.813,0.765,0.863,0.08626836757826185,0.7974912240930417
Referrals,"Thinking about the last time your GP referred you, how would you rate the arrangements for getting to see another NHS health professional?",Carers,Not a carer,Cares for up to 19 hours a week,0.868,0.8109999999999999,0.9279999999999999,0.08626836757826185,0.7974912240930417
At your GP surgery,How helpful do you find the receptionists at your GP surgery?,Carers,Not a carer,Cares for up to 19 hours a week,0.797,0.731,0.8690000000000001,0.08626836757826185,0.7974912240930417
At your GP surgery,How clean is your GP surgery or health centre?,Carers,Not a carer,Cares for up to 19 hours a week,0.826,0.789,0.865,0.08626836757826185,0.7974912240930417
At your GP surgery,How do you feel about how long you usually have to wait to be seen after you arrive at your GP surgery?,Carers,Not a carer,Cares for up to 19 hours a week,0.9079999999999999,0.8540000000000001,0.9640000000000001,0.08626836757826185,0.7974912240930417
Doctor,The doctor listened to me,Carers,Not a carer,Cares for up to 19 hours a week,0.8590000000000001,0.7809999999999999,0.9440000000000001,0.08626836757826185,0.7974912240930417
Doctor,I felt that the doctor had all the information needed to treat me,Carers,Not a carer,Cares for up to 19 hours a week,0.823,0.769,0.8809999999999999,0.08626836757826185,0.7974912240930417
Doctor,The doctor was considerate and understanding,Carers,Not a carer,Cares for up to 19 hours a week,0.8759999999999999,0.812,0.945,0.08626836757826185,0.7974912240930417
Doctor,The doctor talked in a way that helped me understand my condition and treatment,Carers,Not a carer,Cares for up to 19 hours a week,0.872,0.813,0.935,0.08626836757826185,0.7974912240930417
Doctor,I felt confident in the doctor's ability to treat me,Carers,Not a carer,Cares for up to 19 hours a week,0.8420000000000001,0.787,0.9009999999999999,0.08626836757826185,0.7974912240930417
Doctor,I had enough time with the doctor,Carers,Not a carer,Cares for up to 19 hours a week,0.8029999999999999,0.747,0.862,0.08626836757826185,0.7974912240930417
Nurse,I felt that the nurse had all the information needed to treat me,Carers,Not a carer,Cares for up to 19 hours a week,0.7190000000000001,0.652,0.792,0.08626836757826185,0.7974912240930417
Nurse,The nurse was considerate and understanding,Carers,Not a carer,Cares for up to 19 hours a week,0.8079999999999999,0.72,0.907,0.08626836757826185,0.7974912240930417
Nurse,The nurse talked in a way that helped me understand my condition and treatment,Carers,Not a carer,Cares for up to 19 hours a week,0.762,0.6970000000000001,0.8320000000000001,0.08626836757826185,0.7974912240930417
Nurse,I felt confident in the nurse's ability to treat me,Carers,Not a carer,Cares for up to 19 hours a week,0.75,0.6759999999999999,0.831,0.08626836757826185,0.7974912240930417
Nurse,I had enough time with the nurse,Carers,Not a carer,Cares for up to 19 hours a week,0.8240000000000001,0.722,0.9390000000000001,0.08626836757826185,0.7974912240930417
Care and treatment,Are you involved as much as you want to be in decisions about your care and treatment?,Carers,Not a carer,Cares for up to 19 hours a week,0.902,0.84,0.97,0.08626836757826185,0.7974912240930417
Medicines,It was easy enough for me to get my medicines,Carers,Not a carer,Cares for up to 19 hours a week,0.826,0.7390000000000001,0.9229999999999999,0.08626836757826185,0.7974912240930417
Medicines,I knew enough about possible side effects of my medicines,Carers,Not a carer,Cares for up to 19 hours a week,0.883,0.833,0.9359999999999999,0.08626836757826185,0.7974912240930417
Overall care,I am treated with dignity and respect,Carers,Not a carer,Cares for up to 19 hours a week,0.8490000000000001,0.792,0.9109999999999999,0.08626836757826185,0.7974912240930417
Overall care,I am treated with kindness and understanding,Carers,Not a carer,Cares for up to 19 hours a week,0.8270000000000001,0.777,0.88,0.08626836757826185,0.7974912240930417
Overall care,"Overall, how would you rate the care provided by your GP surgery?",Carers,Not a carer,Cares for up to 19 hours a week,0.865,0.8109999999999999,0.9229999999999999,0.08626836757826185,0.7974912240930417
Out of Hours,The time I waited was reasonable,Carers,Not a carer,Cares for up to 19 hours a week,0.684,0.63,0.742,0.08626836757826185,0.7974912240930417
Out of Hours,I felt that the person had all the information needed to treat me,Carers,Not a carer,Cares for up to 19 hours a week,0.722,0.664,0.785,0.08626836757826185,0.7974912240930417
Out of Hours,I felt I was listened to,Carers,Not a carer,Cares for up to 19 hours a week,0.711,0.648,0.7809999999999999,0.08626836757826185,0.7974912240930417
Out of Hours,Things were explained to me in a way I could understand,Carers,Not a carer,Cares for up to 19 hours a week,0.758,0.688,0.836,0.08626836757826185,0.7974912240930417
Out of Hours,I felt that I got the right treatment or advice,Carers,Not a carer,Cares for up to 19 hours a week,0.767,0.7040000000000001,0.8370000000000001,0.08626836757826185,0.7974912240930417
Out of Hours,"Overall, how would you rate the care you experienced out of hours?",Carers,Not a carer,Cares for up to 19 hours a week,0.6679999999999999,0.617,0.723,0.08626836757826185,0.7974912240930417
Access,"Thinking of the last time you contacted this GP surgery by phone, how easy was it for you to get through?",Carers,Not a carer,Cares for 20-34 hours a week,0.815,0.7240000000000001,0.9179999999999999,0.01641146123144351,0.7974912240930417
Access,"The last time you phoned the GP surgery, how helpful was the person who answered?",Carers,Not a carer,Cares for 20-34 hours a week,0.855,0.6920000000000001,1.055,0.01641146123144351,0.7974912240930417
Access,"The last time you needed to see or speak to a doctor or nurse from your GP surgery quite urgently, how long did you wait?",Carers,Not a carer,Cares for 20-34 hours a week,0.9740000000000001,0.84,1.13,0.01641146123144351,0.7974912240930417
Access,"If you ask to make an appointment with a doctor 3 or more working days in advance, does your GP practice allow you to?",Carers,Not a carer,Cares for 20-34 hours a week,0.8109999999999999,0.7240000000000001,0.909,0.01641146123144351,0.7974912240930417
Access,When you arrange to see a doctor at your GP surgery can you usually see the doctor you prefer?,Carers,Not a carer,Cares for 20-34 hours a week,0.9079999999999999,0.802,1.0270000000000001,0.01641146123144351,0.7974912240930417
Access,Overall how would you rate the arrangements for getting to see a doctor in your GP surgery?,Carers,Not a carer,Cares for 20-34 hours a week,0.8079999999999999,0.7290000000000001,0.895,0.01641146123144351,0.7974912240930417
Access,Overall how would you rate the arrangements for getting to see a nurse in your GP surgery?,Carers,Not a carer,Cares for 20-34 hours a week,0.833,0.731,0.951,0.01641146123144351,0.7974912240930417
Referrals,"Thinking about the last time your GP referred you, how would you rate the arrangements for getting to see another NHS health professional?",Carers,Not a carer,Cares for 20-34 hours a week,0.8640000000000001,0.748,0.998,0.01641146123144351,0.7974912240930417
At your GP surgery,How helpful do you find the receptionists at your GP surgery?,Carers,Not a carer,Cares for 20-34 hours a week,0.812,0.669,0.986,0.01641146123144351,0.7974912240930417
At your GP surgery,How clean is your GP surgery or health centre?,Carers,Not a carer,Cares for 20-34 hours a week,0.8909999999999999,0.802,0.9890000000000001,0.01641146123144351,0.7974912240930417
At your GP surgery,How do you feel about how long you usually have to wait to be seen after you arrive at your GP surgery?,Carers,Not a carer,Cares for 20-34 hours a week,0.7170000000000001,0.634,0.812,0.01641146123144351,0.7974912240930417
Doctor,The doctor listened to me,Carers,Not a carer,Cares for 20-34 hours a week,0.737,0.608,0.893,0.01641146123144351,0.7974912240930417
Doctor,I felt that the doctor had all the information needed to treat me,Carers,Not a carer,Cares for 20-34 hours a week,0.875,0.75,1.021,0.01641146123144351,0.7974912240930417
Doctor,The doctor was considerate and understanding,Carers,Not a carer,Cares for 20-34 hours a week,0.7559999999999999,0.644,0.8859999999999999,0.01641146123144351,0.7974912240930417
Doctor,The doctor talked in a way that helped me understand my condition and treatment,Carers,Not a carer,Cares for 20-34 hours a week,0.9059999999999999,0.774,1.06,0.01641146123144351,0.7974912240930417
Doctor,I felt confident in the doctor's ability to treat me,Carers,Not a carer,Cares for 20-34 hours a week,0.7859999999999999,0.68,0.91,0.01641146123144351,0.7974912240930417
Doctor,I had enough time with the doctor,Carers,Not a carer,Cares for 20-34 hours a week,0.7879999999999999,0.6759999999999999,0.92,0.01641146123144351,0.7974912240930417
Nurse,I felt that the nurse had all the information needed to treat me,Carers,Not a carer,Cares for 20-34 hours a week,0.902,0.72,1.129,0.01641146123144351,0.7974912240930417
Nurse,The nurse was considerate and understanding,Carers,Not a carer,Cares for 20-34 hours a week,1.0070000000000001,0.7659999999999999,1.324,0.01641146123144351,0.7974912240930417
Nurse,The nurse talked in a way that helped me understand my condition and treatment,Carers,Not a carer,Cares for 20-34 hours a week,1.008,0.815,1.245,0.01641146123144351,0.7974912240930417
Nurse,I felt confident in the nurse's ability to treat me,Carers,Not a carer,Cares for 20-34 hours a week,1.022,0.7959999999999999,1.31,0.01641146123144351,0.7974912240930417
Nurse,I had enough time with the nurse,Carers,Not a carer,Cares for 20-34 hours a week,0.836,0.635,1.102,0.01641146123144351,0.7974912240930417
Care and treatment,Are you involved as much as you want to be in decisions about your care and treatment?,Carers,Not a carer,Cares for 20-34 hours a week,0.888,0.764,1.031,0.01641146123144351,0.7974912240930417
Medicines,It was easy enough for me to get my medicines,Carers,Not a carer,Cares for 20-34 hours a week,0.889,0.6940000000000001,1.14,0.01641146123144351,0.7974912240930417
Medicines,I knew enough about possible side effects of my medicines,Carers,Not a carer,Cares for 20-34 hours a week,0.937,0.8240000000000001,1.065,0.01641146123144351,0.7974912240930417
Overall care,I am treated with dignity and respect,Carers,Not a carer,Cares for 20-34 hours a week,0.797,0.685,0.9279999999999999,0.01641146123144351,0.7974912240930417
Overall care,I am treated with kindness and understanding,Carers,Not a carer,Cares for 20-34 hours a week,0.843,0.733,0.9690000000000001,0.01641146123144351,0.7974912240930417
Overall care,"Overall, how would you rate the care provided by your GP surgery?",Carers,Not a carer,Cares for 20-34 hours a week,0.804,0.7,0.9229999999999999,0.01641146123144351,0.7974912240930417
Out of Hours,The time I waited was reasonable,Carers,Not a carer,Cares for 20-34 hours a week,0.696,0.588,0.8240000000000001,0.01641146123144351,0.7974912240930417
Out of Hours,I felt that the person had all the information needed to treat me,Carers,Not a carer,Cares for 20-34 hours a week,0.703,0.593,0.8340000000000001,0.01641146123144351,0.7974912240930417
Out of Hours,I felt I was listened to,Carers,Not a carer,Cares for 20-34 hours a week,0.6629999999999999,0.5479999999999999,0.802,0.01641146123144351,0.7974912240930417
Out of Hours,Things were explained to me in a way I could understand,Carers,Not a carer,Cares for 20-34 hours a week,0.769,0.629,0.94,0.01641146123144351,0.7974912240930417
Out of Hours,I felt that I got the right treatment or advice,Carers,Not a carer,Cares for 20-34 hours a week,0.8029999999999999,0.67,0.9620000000000001,0.01641146123144351,0.7974912240930417
Out of Hours,"Overall, how would you rate the care you experienced out of hours?",Carers,Not a carer,Cares for 20-34 hours a week,0.693,0.589,0.816,0.01641146123144351,0.7974912240930417
Access,"Thinking of the last time you contacted this GP surgery by phone, how easy was it for you to get through?",Carers,Not a carer,Cares for 35 or more hours a week,0.855,0.799,0.9159999999999999,0.05631006601680302,0.7974912240930417
Access,"The last time you phoned the GP surgery, how helpful was the person who answered?",Carers,Not a carer,Cares for 35 or more hours a week,0.835,0.738,0.943,0.05631006601680302,0.7974912240930417
Access,"The last time you needed to see or speak to a doctor or nurse from your GP surgery quite urgently, how long did you wait?",Carers,Not a carer,Cares for 35 or more hours a week,0.9670000000000001,0.89,1.051,0.05631006601680302,0.7974912240930417
Access,"If you ask to make an appointment with a doctor 3 or more working days in advance, does your GP practice allow you to?",Carers,Not a carer,Cares for 35 or more hours a week,0.919,0.8590000000000001,0.982,0.05631006601680302,0.7974912240930417
Access,When you arrange to see a doctor at your GP surgery can you usually see the doctor you prefer?,Carers,Not a carer,Cares for 35 or more hours a week,0.8640000000000001,0.8059999999999999,0.927,0.05631006601680302,0.7974912240930417
Access,Overall how would you rate the arrangements for getting to see a doctor in your GP surgery?,Carers,Not a carer,Cares for 35 or more hours a week,0.905,0.852,0.961,0.05631006601680302,0.7974912240930417
Access,Overall how would you rate the arrangements for getting to see a nurse in your GP surgery?,Carers,Not a carer,Cares for 35 or more hours a week,0.895,0.8290000000000001,0.9670000000000001,0.05631006601680302,0.7974912240930417
Referrals,"Thinking about the last time your GP referred you, how would you rate the arrangements for getting to see another NHS health professional?",Carers,Not a carer,Cares for 35 or more hours a week,0.922,0.85,1.0,0.05631006601680302,0.7974912240930417
At your GP surgery,How helpful do you find the receptionists at your GP surgery?,Carers,Not a carer,Cares for 35 or more hours a week,0.843,0.7509999999999999,0.9470000000000001,0.05631006601680302,0.7974912240930417
At your GP surgery,How clean is your GP surgery or health centre?,Carers,Not a carer,Cares for 35 or more hours a week,0.99,0.9309999999999999,1.053,0.05631006601680302,0.7974912240930417
At your GP surgery,How do you feel about how long you usually have to wait to be seen after you arrive at your GP surgery?,Carers,Not a carer,Cares for 35 or more hours a week,0.883,0.8190000000000001,0.953,0.05631006601680302,0.7974912240930417
Doctor,The doctor listened to me,Carers,Not a carer,Cares for 35 or more hours a week,0.888,0.789,1.0,0.05631006601680302,0.7974912240930417
Doctor,I felt that the doctor had all the information needed to treat me,Carers,Not a carer,Cares for 35 or more hours a week,1.034,0.943,1.135,0.05631006601680302,0.7974912240930417
Doctor,The doctor was considerate and understanding,Carers,Not a carer,Cares for 35 or more hours a week,0.905,0.821,0.9990000000000001,0.05631006601680302,0.7974912240930417
Doctor,The doctor talked in a way that helped me understand my condition and treatment,Carers,Not a carer,Cares for 35 or more hours a week,0.953,0.87,1.044,0.05631006601680302,0.7974912240930417
Doctor,I felt confident in the doctor's ability to treat me,Carers,Not a carer,Cares for 35 or more hours a week,0.9329999999999999,0.8540000000000001,1.02,0.05631006601680302,0.7974912240930417
Doctor,I had enough time with the doctor,Carers,Not a carer,Cares for 35 or more hours a week,0.835,0.763,0.9129999999999999,0.05631006601680302,0.7974912240930417
Nurse,I felt that the nurse had all the information needed to treat me,Carers,Not a carer,Cares for 35 or more hours a week,0.9329999999999999,0.8190000000000001,1.062,0.05631006601680302,0.7974912240930417
Nurse,The nurse was considerate and understanding,Carers,Not a carer,Cares for 35 or more hours a week,0.925,0.795,1.075,0.05631006601680302,0.7974912240930417
Nurse,The nurse talked in a way that helped me understand my condition and treatment,Carers,Not a carer,Cares for 35 or more hours a week,1.14,1.0070000000000001,1.291,0.05631006601680302,0.7974912240930417
Nurse,I felt confident in the nurse's ability to treat me,Carers,Not a carer,Cares for 35 or more hours a week,1.046,0.909,1.205,0.05631006601680302,0.7974912240930417
Nurse,I had enough time with the nurse,Carers,Not a carer,Cares for 35 or more hours a week,0.8540000000000001,0.7290000000000001,1.0,0.05631006601680302,0.7974912240930417
Care and treatment,Are you involved as much as you want to be in decisions about your care and treatment?,Carers,Not a carer,Cares for 35 or more hours a week,0.904,0.831,0.9840000000000001,0.05631006601680302,0.7974912240930417
Medicines,It was easy enough for me to get my medicines,Carers,Not a carer,Cares for 35 or more hours a week,0.888,0.7709999999999999,1.023,0.05631006601680302,0.7974912240930417
Medicines,I knew enough about possible side effects of my medicines,Carers,Not a carer,Cares for 35 or more hours a week,1.032,0.9590000000000001,1.111,0.05631006601680302,0.7974912240930417
Overall care,I am treated with dignity and respect,Carers,Not a carer,Cares for 35 or more hours a week,0.8320000000000001,0.7609999999999999,0.909,0.05631006601680302,0.7974912240930417
Overall care,I am treated with kindness and understanding,Carers,Not a carer,Cares for 35 or more hours a week,0.904,0.8320000000000001,0.982,0.05631006601680302,0.7974912240930417
Overall care,"Overall, how would you rate the care provided by your GP surgery?",Carers,Not a carer,Cares for 35 or more hours a week,0.8340000000000001,0.769,0.904,0.05631006601680302,0.7974912240930417
Out of Hours,The time I waited was reasonable,Carers,Not a carer,Cares for 35 or more hours a week,0.795,0.72,0.878,0.05631006601680302,0.7974912240930417
Out of Hours,I felt that the person had all the information needed to treat me,Carers,Not a carer,Cares for 35 or more hours a week,0.773,0.701,0.8540000000000001,0.05631006601680302,0.7974912240930417
Out of Hours,I felt I was listened to,Carers,Not a carer,Cares for 35 or more hours a week,0.7709999999999999,0.688,0.8640000000000001,0.05631006601680302,0.7974912240930417
Out of Hours,Things were explained to me in a way I could understand,Carers,Not a carer,Cares for 35 or more hours a week,0.845,0.752,0.9490000000000001,0.05631006601680302,0.7974912240930417
Out of Hours,I felt that I got the right treatment or advice,Carers,Not a carer,Cares for 35 or more hours a week,0.838,0.755,0.9309999999999999,0.05631006601680302,0.7974912240930417
Out of Hours,"Overall, how would you rate the care you experienced out of hours?",Carers,Not a carer,Cares for 35 or more hours a week,0.765,0.696,0.84,0.05631006601680302,0.7974912240930417
Access,"Thinking of the last time you contacted this GP surgery by phone, how easy was it for you to get through?",Health status,Good,Fair,0.835,0.8009999999999999,0.871,0.3477320033798405,0.5739958370257404
Access,"The last time you phoned the GP surgery, how helpful was the person who answered?",Health status,Good,Fair,0.826,0.769,0.887,0.3477320033798405,0.5739958370257404
Access,"The last time you needed to see or speak to a doctor or nurse from your GP surgery quite urgently, how long did you wait?",Health status,Good,Fair,0.83,0.789,0.872,0.3477320033798405,0.5739958370257404
Access,"If you ask to make an appointment with a doctor 3 or more working days in advance, does your GP practice allow you to?",Health status,Good,Fair,0.8490000000000001,0.8140000000000001,0.885,0.3477320033798405,0.5739958370257404
Access,When you arrange to see a doctor at your GP surgery can you usually see the doctor you prefer?,Health status,Good,Fair,0.8170000000000001,0.784,0.852,0.3477320033798405,0.5739958370257404
Access,Overall how would you rate the arrangements for getting to see a doctor in your GP surgery?,Health status,Good,Fair,0.6890000000000001,0.665,0.7140000000000001,0.3477320033798405,0.5739958370257404
Access,Overall how would you rate the arrangements for getting to see a nurse in your GP surgery?,Health status,Good,Fair,0.705,0.6759999999999999,0.736,0.3477320033798405,0.5739958370257404
Referrals,"Thinking about the last time your GP referred you, how would you rate the arrangements for getting to see another NHS health professional?",Health status,Good,Fair,0.804,0.765,0.846,0.3477320033798405,0.5739958370257404
At your GP surgery,How helpful do you find the receptionists at your GP surgery?,Health status,Good,Fair,0.8079999999999999,0.7559999999999999,0.8640000000000001,0.3477320033798405,0.5739958370257404
At your GP surgery,How clean is your GP surgery or health centre?,Health status,Good,Fair,0.7879999999999999,0.7609999999999999,0.816,0.3477320033798405,0.5739958370257404
At your GP surgery,How do you feel about how long you usually have to wait to be seen after you arrive at your GP surgery?,Health status,Good,Fair,0.7759999999999999,0.742,0.812,0.3477320033798405,0.5739958370257404
Doctor,The doctor listened to me,Health status,Good,Fair,0.626,0.584,0.672,0.3477320033798405,0.5739958370257404
Doctor,I felt that the doctor had all the information needed to treat me,Health status,Good,Fair,0.706,0.67,0.743,0.3477320033798405,0.5739958370257404
Doctor,The doctor was considerate and understanding,Health status,Good,Fair,0.688,0.65,0.727,0.3477320033798405,0.5739958370257404
Doctor,The doctor talked in a way that helped me understand my condition and treatment,Health status,Good,Fair,0.7140000000000001,0.6779999999999999,0.752,0.3477320033798405,0.5739958370257404
Doctor,I felt confident in the doctor's ability to treat me,Health status,Good,Fair,0.732,0.696,0.7709999999999999,0.3477320033798405,0.5739958370257404
Doctor,I had enough time with the doctor,Health status,Good,Fair,0.642,0.608,0.677,0.3477320033798405,0.5739958370257404
Nurse,The nurse listened to me,Health status,Good,Fair,0.857,0.782,0.9390000000000001,0.3477320033798405,0.5739958370257404
Nurse,I felt that the nurse had all the information needed to treat me,Health status,Good,Fair,0.83,0.768,0.8959999999999999,0.3477320033798405,0.5739958370257404
Nurse,The nurse was considerate and understanding,Health status,Good,Fair,0.8590000000000001,0.785,0.94,0.3477320033798405,0.5739958370257404
Nurse,The nurse talked in a way that helped me understand my condition and treatment,Health status,Good,Fair,0.884,0.8240000000000001,0.948,0.3477320033798405,0.5739958370257404
Nurse,I felt confident in the nurse's ability to treat me,Health status,Good,Fair,0.8170000000000001,0.754,0.885,0.3477320033798405,0.5739958370257404
Nurse,I had enough time with the nurse,Health status,Good,Fair,0.731,0.662,0.807,0.3477320033798405,0.5739958370257404
Care and treatment,Are you involved as much as you want to be in decisions about your care and treatment?,Health status,Good,Fair,0.794,0.753,0.8370000000000001,0.3477320033798405,0.5739958370257404
Medicines,It was easy enough for me to get my medicines,Health status,Good,Fair,0.8290000000000001,0.76,0.904,0.3477320033798405,0.5739958370257404
Medicines,I knew enough about what my medicines were for,Health status,Good,Fair,0.58,0.532,0.633,0.3477320033798405,0.5739958370257404
Medicines,I knew enough about how and when to take my medicines,Health status,Good,Fair,0.6779999999999999,0.6,0.767,0.3477320033798405,0.5739958370257404
Medicines,I knew enough about possible side effects of my medicines,Health status,Good,Fair,0.802,0.769,0.836,0.3477320033798405,0.5739958370257404
Medicines,I would know what to do if I had any problems with my medicines,Health status,Good,Fair,0.723,0.684,0.763,0.3477320033798405,0.5739958370257404
Medicines,I took my prescription as I was supposed to,Health status,Good,Fair,0.812,0.726,0.9079999999999999,0.3477320033798405,0.5739958370257404
Overall care,I am treated with dignity and respect,Health status,Good,Fair,0.784,0.743,0.8270000000000001,0.3477320033798405,0.5739958370257404
Overall care,I am treated with kindness and understanding,Health status,Good,Fair,0.7979999999999999,0.7609999999999999,0.838,0.3477320033798405,0.5739958370257404
Overall care,"Overall, how would you rate the care provided by your GP surgery?",Health status,Good,Fair,0.613,0.584,0.644,0.3477320033798405,0.5739958370257404
Out of Hours,The time I waited was reasonable,Health status,Good,Fair,0.763,0.715,0.813,0.3477320033798405,0.5739958370257404
Out of Hours,I felt that the person had all the information needed to treat me,Health status,Good,Fair,0.755,0.7040000000000001,0.809,0.3477320033798405,0.5739958370257404
Out of Hours,I felt I was listened to,Health status,Good,Fair,0.716,0.6609999999999999,0.775,0.3477320033798405,0.5739958370257404
Out of Hours,Things were explained to me in a way I could understand,Health status,Good,Fair,0.6859999999999999,0.633,0.745,0.3477320033798405,0.5739958370257404
Out of Hours,I felt that I got the right treatment or advice,Health status,Good,Fair,0.784,0.73,0.843,0.3477320033798405,0.5739958370257404
Out of Hours,"Overall, how would you rate the care you experienced out of hours?",Health status,Good,Fair,0.67,0.63,0.713,0.3477320033798405,0.5739958370257404
Access,"Thinking of the last time you contacted this GP surgery by phone, how easy was it for you to get through?",Health status,Good,Bad,0.718,0.6579999999999999,0.784,0.056158934938070615,0.5739958370257404
Access,"The last time you phoned the GP surgery, how helpful was the person who answered?",Health status,Good,Bad,0.613,0.53,0.7090000000000001,0.056158934938070615,0.5739958370257404
Access,"The last time you needed to see or speak to a doctor or nurse from your GP surgery quite urgently, how long did you wait?",Health status,Good,Bad,0.7020000000000001,0.635,0.7759999999999999,0.056158934938070615,0.5739958370257404
Access,"If you ask to make an appointment with a doctor 3 or more working days in advance, does your GP practice allow you to?",Health status,Good,Bad,0.782,0.718,0.852,0.056158934938070615,0.5739958370257404
Access,When you arrange to see a doctor at your GP surgery can you usually see the doctor you prefer?,Health status,Good,Bad,0.6609999999999999,0.605,0.722,0.056158934938070615,0.5739958370257404
Access,Overall how would you rate the arrangements for getting to see a doctor in your GP surgery?,Health status,Good,Bad,0.5329999999999999,0.494,0.575,0.056158934938070615,0.5739958370257404
Access,Overall how would you rate the arrangements for getting to see a nurse in your GP surgery?,Health status,Good,Bad,0.56,0.514,0.611,0.056158934938070615,0.5739958370257404
Referrals,"Thinking about the last time your GP referred you, how would you rate the arrangements for getting to see another NHS health professional?",Health status,Good,Bad,0.696,0.635,0.764,0.056158934938070615,0.5739958370257404
